compound_stem,SMILES,compound_name,pubchem_cid,kegg_id
A02791622,CN1CCC2C(C[C@@H](CN3CCCC3)N2c2nccs2)C1,NA,NA,NA
A02818712,Cc1nc(C)n(CC(O)COc2ccc(cc2)C(=O)c2ccccc2)n1,f1757-0336,NA,NA
A02838606,FC1(F)CCN(CC11CCN(C1)c1cnccn1)C(=O)C1CC1,NA,NA,NA
A02848029,CCOC(=O)N1CCC(CC1)NC(=O)c1ccc(CS(=O)c2cccc(C)c2)o1,mls001123214,NA,NA
A02850392,CCS(=O)(=O)N1CCC2O[C@@H](COCc3ccncc3)CCC12,NA,NA,NA
A02850555,CC(C)CN(C1CCS(=O)(=O)C1)C(=O)C1CC1,f2545-0021,NA,NA
A02854446,COc1ccccc1CCc1nnc(CCC(=O)NCC(C)Oc2cccnc2)o1,ambcb15563323,NA,NA
A02855255,Oc1c(C(=O)NCC2CCCO2)c(=O)n2CCc3cccc1c23,bas 03848096,NA,NA
A02869721,COc1cccc(CNC(=O)COC(=O)C2CC3CCCC(C2)C3=O)c1,t6089011,NA,NA
A02878931,CC1(CCC(=O)N1Cc1ccc2OCOc2c1)C(=O)NC1CCCCC1,mls000730384,NA,NA
A02900939,COCCC1COC2(C1)CCCN(C2)C(=O)Cc1cccnc1,NA,NA,NA
A02930251,CC(=O)Nc1sc2CCCCc2c1C(N1CCOCC1)c1ccncc1,"n-[3-[morpholin-4-yl(pyridin-4-yl)methyl]-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]acetamide",NA,NA
A02931405,OCCC1CN(Cc2ccc3nsnc3c2)CCN1C1CCCC1,ambcb76132768,NA,NA
A02942306,CC(=O)c1cccc(NC(=O)C2C3C=CC(C4CC34)C2C(O)=O)c1,ak-918/43077838,NA,NA
A02959846,CN1c2ccccc2C(C)(C)C11CC(=NO1)c1cccc(c1)S(=O)(=O)N1CCCC1,t0510-2910,NA,NA
A02998082,OC(COCc1cccs1)CN1CCN(CC1)c1ccccn1,smr000065907,NA,NA
A03031855,CC(N(C)Cc1nc(oc1C)-c1ccc2ccccc2c1)c1ccncn1,mls000735904,NA,NA
A03035035,CN(C)C[C@@H]1CC2CN(Cc3nccn3C)CCC2N1C,NA,NA,NA
A03050306,CC(Oc1ccccc1F)C(=O)NCCN1CCCCC1,smr000109917,NA,NA
A03063149,OC(COc1ccccc1)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1,"1-[4-(2-hydroxy-3-phenoxypropyl)piperazin-1-yl]-2,2-diphenylethanone",NA,NA
A03083219,CCN(CC)CC(O)COc1ccc2OCOc2c1,t0502-1709,NA,NA
A03083482,COc1ccccc1OCc1ccc(cc1)C(=O)NCC1CCCO1,ak-968/15256459,NA,NA
A03101923,Cc1c(oc2ccc3OC4(CCCCC4)CC(O)c3c12)C(=O)NCCCN1CCCCC1,mls001126306,NA,NA
A03114714,Cn1cnc(c1)C(=O)N1CCC2(CC(CO2)Oc2cccnc2)C1,NA,NA,NA
A03119050,O=C(NCC(N1CCOCC1)c1cccnc1)c1cccs1,n-(2-morpholin-4-yl-2-pyridin-3-ylethyl)thiophene-2-carboxamide,NA,NA
A03122318,CC(N(C#N)c1nc(C)cc(C)n1)C(=O)N(C)C,ac1mevey,NA,NA
A03144657,CC(=O)c1sc(NC(=O)C2CN(Cc3ccccc3)C(=O)C2)nc1-c1ccccc1,mls001161732,NA,NA
A03153434,COC1C2CCC1N(CCO2)C(=O)c1cn(C)c2ccccc12,NA,NA,NA
A03172610,COCC1CN(Cc2c(C)noc2C)Cc2cncn2C1,NA,NA,NA
A03172723,CC1(C)C2CCC1(C)c1nc3ccccc3n1C2=O,ac1mhah2,NA,NA
A03185556,CCOCC12CCCOC1CCN(C2)C(=O)c1cccn1C,NA,NA,NA
A03201284,C(N1CCOCC2(CCC(Cn3cncn3)O2)C1)c1cccnc1,NA,NA,NA
A03210767,CC(NC(C)=O)c1ccc(Cl)c(Cl)c1,"n-[1-(3,4-dichlorophenyl)ethyl]acetamide",NA,NA
A03224338,O=C(NCCc1ccccn1)C(Cc1ccccc1)NC(=O)c1cccs1,t5332145,NA,NA
A03279526,C(Oc1ccccn1)C1CNCc2cncn2C1,NA,NA,NA
A03295364,CCn1nnc2CN(CC3CC3)CC(COCCN(C)C)c12,NA,NA,NA
A03296893,CS(=O)(=O)N1CC(Oc2ccc(Cl)cc12)C(=O)NN,"6-chloro-4-(methylsulfonyl)-3,4-dihydro-2h-1,4-benzoxazine-2-carbohydrazide",NA,NA
A03315873,Fc1cnc(nc1)N1CCCC2(CCN(C2)C(=O)c2ccncc2)C1,chembl3557649,NA,NA
A03320314,CO\N=C\C1C(=O)CC2N(CCc3ccccc23)C1=O,NA,NA,NA
A03336749,O=C1CC(c2ccccc2)n2nc(NS(=O)(=O)c3ccccc3)nc2N1,smr000041478,NA,NA
A03341156,Cn1c2ccccc2sc1=NCC(O)COc1ccccc1,ac1lcxpv,NA,NA
A03351371,Clc1ccccc1S(=O)Cc1ccc(o1)C(=O)NCc1ccco1,mls001123157,NA,NA
A03354054,Fc1cccc(CN2CC(CCC2=O)C(=O)NCCCC2CCCC2)c1,ambcb55169331,NA,NA
A03418909,CC(C)CC(NC(N)=O)C(=O)NCc1ccccc1Cl,ac1mzzxh,NA,NA
A03436509,CCOCC1CC2(CO1)COCCN2S(=O)(=O)c1ccc(OC)cc1,NA,NA,NA
A03459401,CC1CCCCN1CCNC(=O)CNS(=O)(=O)c1ccc2nc(C)sc2c1,smr000029734,NA,NA
A03470088,OC1C[N+]2(CC(=O)c3ccc(Br)cc3)CCC1CC2,1-[2-(4-bromophenyl)-2-oxoethyl]-3-hydroxy-1-azoniabicyclo[2.2.2]octane,NA,NA
A03486516,COc1ccc(cc1NC(=O)CC1CC2CCC1C2)S(=O)(=O)N1CCOCC1,mls002161690,NA,NA
A03487327,C(N1CCc2c([nH]c3ccccc23)C1c1ccccn1)c1cccn1-c1cccnc1,ambcb63738115,NA,NA
A03494132,Fc1ccc(CNC(=O)CCC2CCCN(C2)C(=O)c2ccc3OCOc3c2)cc1F,ambcb50177278,NA,NA
A03515636,O=C(N1CCOCC1)C12CC3CC(C1)CC(C3)(C2)c1ccccc1,f3072-0032,NA,NA
A03516702,CC(C)N1CC(c2nc[nH]n2)c2cc(ccc12)C(=O)N1CCCCC1,NA,NA,NA
A03520535,CCC1Oc2ccc(C)cc2N(CC(=O)NCC2COc3ccccc3O2)C1=O,mls000522372,NA,NA
A03535005,CN(CC1CN(Cc2nccn2C1)S(C)(=O)=O)Cc1ccco1,NA,NA,NA
A03548503,CC(C)c1ccc(cc1)C1OC(=NN1C(C)=O)c1cccnc1,ac1mj6mm,NA,NA
A03555419,CC(C)(C)C1N(CCCn2cccn2)CCc2c1[nH]c1ccccc21,ambcb12597906,NA,NA
A03562106,CC(=O)c1cccc(CN2CCCC(C2)C(=O)c2ccc3OCOc3c2)c1,ambcb55762546,NA,NA
A03564595,CSc1nnc(C(C)c2ncc(cc2Cl)C(F)(F)F)n1C,7g-040,NA,NA
A03575122,O=C(C1CN(C2CCCCCCC2)C(=O)C1)N1CCC2(CC1)OCCO2,mls000521136,NA,NA
A03581069,CN(C)CCNC(=O)CC1CC2(CCN(CC2)S(=O)(=O)C2CC2)c2ccccc12,NA,NA,NA
A03582067,FC(F)(F)c1cccc(c1)C(=O)C1CCCN(C1)C(=O)CN1CCCC1=O,ambcb44673810,NA,NA
A03611028,COc1cc(ncn1)N1CCOC2(C1)COCCN(CCN(C)C)C2,NA,NA,NA
A03653758,COc1ccc(cc1)S(=O)(=O)N1CCCC1c1cccs1,1-[(4-methoxyphenyl)sulfonyl]-2-(2-thienyl)pyrrolidine,NA,NA
A03668831,Fc1ccc(\C=C\CN2CCCC(C2)C(=O)Nc2ccccc2Oc2cccnc2)cc1,ambcb65714892,NA,NA
A03673862,Cc1ccc2n(CC3COC(C)(C)O3)c3c(CCCC3=O)c2c1,st51001140,NA,NA
A03712045,CN(CC1CCC2(COCCN(C2)C(N)=O)O1)Cc1ccco1,NA,NA,NA
A03729606,Cc1cnc(nc1)N1CCC2(CN(CC2C1)S(C)(=O)=O)c1ccccc1,NA,NA,NA
A03734235,COc1ccc(CNC(=O)C(C#N)c2nc3ccccc3nc2N2CCCC2)cc1,mls000079931,NA,NA
A03748297,O=C(Cc1ccccc1)N1CCC2(CN(CC22CCNC2=O)c2ncccn2)CC1,NA,NA,NA
A03754645,CC1(C)CC2(CCO1)NCCN1C2SCC1=O,mls000029630,NA,NA
A03761385,Cc1cccc(c1)-c1nnn2CC(CNCc3nccs3)OCc12,chembl3555979,NA,NA
A03767983,COc1ccccc1C(CNC(=O)COc1ccccc1C)N1CCCC1,t6133227,NA,NA
A03769659,Cc1ccc(CNC(=O)C2CCC(=O)N(CCCN3CCOCC3)C2)cc1,ambcb48239690,NA,NA
A03773296,COCC(=O)N1CCC2(C1)CCCN(C2)C(=O)Cc1cccnc1,NA,NA,NA
A03797239,O=C1N(Cc2ccc3OCOc3c2)C(Nc2ccc3OCCOc3c2)c2ccccc12,smr000093909,NA,NA
A03801524,CC1CN(CC(C)O1)C(=O)COC(=O)c1[nH]c(C)c(C(C)=O)c1C,t5639777,NA,NA
A03820280,O=C(N(CCN1CCCCC1)CC1CCCN(C1)C1CCCC1)c1cccs1,ambcb35490019,NA,NA
A03869574,Fc1ccc(cc1)C(=O)c1ccc(cc1)N1CCN(CC1)C1CC(=O)NC1=O,stk174631,NA,NA
A03892147,CC(C)C1CC(CCNCc2ccc3OCOc3c2)(CCO1)c1ccccc1,mls000662203,NA,NA
A03892251,CC(C)NC(=O)C1Cn2ccnc2C2(CCN(CC2)C(=O)c2cccn2C)O1,NA,NA,NA
A03906570,CCN1C(=O)CCCC11CCCN(C1)C(=O)Nc1ccc(C)cc1,NA,NA,NA
A03937307,CC(C)N1CCOCC2(CN(Cc3ccc(F)cc3)CCO2)C1,NA,NA,NA
A03941312,CCc1n[nH]c(C(=O)NC2CCCN(Cc3ccccc3F)C2)c1C,ambcb12524519,NA,NA
A03957108,C(OCC1CNCc2ncn(CC3CC3)c12)C1CCOCC1,NA,NA,NA
A03964946,Clc1cccc(c1)C1CC(=O)C(C2NCCc3ccccc23)C(=O)C1n1cncn1,"5-(3-chlorophenyl)-2-(1,2,3,4-tetrahydro-1-isoquinolinyl)-4-(1h-1,2,4-triazol-1-yl)-1,3-cyclohexanedione",NA,NA
A03968265,COc1ccc(OCC(O)CNCc2ccco2)cc1,bas 05043613,NA,NA
A03996094,Fc1ccc(cc1)N1CCC2(CC(CO2)Oc2cccnc2)CC1,NA,NA,NA
A03997018,CC1C=NC(=N1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@H]2CO)-c1ccc(F)cc1,brd-a03997018-001-01-9,NA,NA
A03999329,COc1ccc2cc(ccc2c1)C(=O)C1CCCN(C1)C(=O)CCc1ccccn1,ambcb34010251,NA,NA
A04007378,Cc1cc(CN2CCC3(CC(CO3)Nc3ncccn3)CC2)nn1C,chembl3552019,NA,NA
A04020461,CN1CC(=O)N(CC11CCN(C1)C(=O)c1cccs1)c1ccccc1,chembl3552141,NA,NA
A04050394,Cn1nccc1C(=O)N(CCN1CCCCC1)CC1CCCN(C1)C1CCCC1,ambcb47674177,NA,NA
A04053599,[O-][N+](=O)c1ccc2C(=O)N(\N=C\c3ccco3)C(Nc2c1)c1ccco1,NA,NA,NA
A04055418,CCOC(=O)c1cnc2ccc(Br)cc2c1NCC(C)O,smr000109014,NA,NA
A04068814,Cc1ccccc1C(=O)N1CC(C(=O)NCc2cccs2)C2(C1)CCOCC2,NA,NA,NA
A04089184,CC(N(C)CCOc1ccccc1)C(=O)Nc1cccc(c1)C#N,t5559743,NA,NA
A04095557,CC1CN(Cc2cnc(Cl)s2)CC(C)O1,"4-[(2-chloro-1,3-thiazol-5-yl)methyl]-2,6-dimethylmorpholine",NA,NA
A04096288,CCN(CC)CCN1CCOC2CCC1C2OCC=C,NA,NA,NA
A04098842,CC1SCC(=O)N(CC(=O)Nc2ccc3OCCOc3c2)C1=O,f1800-0189,NA,NA
A04112300,CN(C)C(CNC(=O)CC(NC(C)=O)c1ccccc1)c1ccco1,smr000064602,NA,NA
A04114896,CC(C)CN1CC2CN(CC12)S(=O)(=O)c1ccccc1,NA,NA,NA
A04116272,CC(=O)N1CCC2C(C[C@@H](CN3CCCC3)N2c2nccs2)C1,NA,NA,NA
A04132049,CCCCNC(=O)N1C(C)Cc2ccccc12,st50935446,NA,NA
A04137009,CCc1cnc(nc1)N1CCC2(CC(CO2)Nc2cccc(n2)C#N)C1,NA,NA,NA
A04140380,O=C(N1CCC2(CC1)NC(=O)CC2c1cccnc1)c1ccoc1,NA,NA,NA
A04146832,COC(C(=O)Nc1ccnn1C1CCN(CC1)C(=O)c1cccc(OC)c1)c1ccccc1,ambcb37749748,NA,NA
A04153908,O=C(N1CCOCC2(CCN(C2)c2ncccn2)C1)c1ccco1,NA,NA,NA
A04160464,CC(C)CN1CCN(Cc2cnc(nc2)-c2cccc(C)c2)CC1CCO,mls000733196,NA,NA
A04164572,OCC1CCCN(C1)c1ncnc2scc(-c3ccccc3)c12,ac1ncvpa,NA,NA
A04173309,C=CCOCC12CCCOC1CCN(C2)S(=O)(=O)C1CC1,NA,NA,NA
A04176783,Cc1cnc(cn1)C(=O)NC(Cc1ccccc1)c1ccccc1,t5525317,NA,NA
A04182719,CC(C)CCN1C2(CCN(C2)C(=O)Cc2cccnc2)c2ccccc2S1(=O)=O,NA,NA,NA
A04183818,O=C(Cc1ccc(NC2=NC3CS(=O)(=O)CC3S2)cc1)NCCc1ccccc1,mls000924917,NA,NA
A04192942,C(OC[C@@H]1CCC2C(CCN2Cc2ccco2)O1)C1CCOCC1,NA,NA,NA
A04198706,CC(Cn1nc(C)cc1C)Nc1nc2nonc2nc1N1CCCCC1,ambcb88602665,NA,NA
A04203391,CC1(C)C2CCC1(C)C(=O)N(CCCCN1CCN(CC1)c1ccccn1)C2=O,stk012745,NA,NA
A04220223,OC(CNC1CCCCCC1)COc1cccc2ccccc12,ac1nf56c,NA,NA
A04234945,CC(=O)N1CCN2C(=O)C1CCCC(=O)c1cc(ccc21)C1CCCCC1,smr000001004,NA,NA
A04248846,FC(F)(F)C1CC(Nc2c(cnn12)C(=O)NCc1cccc(Cl)c1)c1ccco1,smr000144729,NA,NA
A04250306,CC(Oc1cccc2CC(C)(C)Oc12)C(O)=O,"2-(2,2-dimethyl-2,3-dihydro-benzofuran-7-yloxy)-propionic acid",NA,NA
A04252859,CCCS(=O)(=O)N1CCC2(CC1)NC(=O)CC2c1cnn(C)c1,NA,NA,NA
A04280248,CC(CCc1ccco1)NC(=O)CCc1c(C)nc2c(c(C)nn2c1C)-c1ccccc1,smr000127804,NA,NA
A04284672,Cc1ccc(NC2=NC(c3ccco3)n3c(N2)nc(C)cc3=O)c(C)c1,stk849887,NA,NA
A04311948,Fc1ccc(CN2C3CS(=O)(=O)CC3S\C2=N/C(=O)C2CCCO2)cc1,stk610559,NA,NA
A04313246,CC(C(=O)NCCCc1ccccc1)n1nc(C)c2c(C)n(nc2c1=O)-c1ccccc1,mls001028895,NA,NA
A04315797,O=C(CC1CCCCC1)\N=C1/SC2CS(=O)(=O)CC2N1c1ccccc1,ac1njx71,NA,NA
A04322457,CC(C)NCC(O)c1ccc(O)c(O)c1,isoproterenol,3779,D01390
A04327189,CNCC(O)c1ccc(O)cc1,Synephrine,7172,D00511
A04357845,CCOC(=O)CN1CCC2(C1)CC(=NO2)C(=O)NCc1ccc(F)cc1,NA,NA,NA
A04378142,Cc1ccc(cc1)S(=O)(=O)N1C(CC(=O)Nc2ccccc2)C(=O)Nc2ccccc12,ac1lcnn6,NA,NA
A04381504,CN(C)C(CNC(=O)c1cccs1)c1ccco1,n-[2-(dimethylamino)-2-(furan-2-yl)ethyl]thiophene-2-carboxamide,NA,NA
A04387880,Cn1cc(CCNC(=O)CC2N(CC(c3ccccc3)c3ccccc3)CCNC2=O)cn1,ambcb32057051,NA,NA
A04389989,CCCCS(=O)(=O)N1CCC2(CC2C(=O)N(C)Cc2ccccn2)C1,NA,NA,NA
A04394384,CC(=O)N1CN(Cc2c1sc1CCCCc21)C1CCS(=O)(=O)C1,f1396-0081,NA,NA
A04400712,CC1CC2(C)Oc3ccccc3CC2C(C)C1CNCCCN(C)C,gnf-pf-2260,NA,NA
A04416955,Cc1ccccc1N1CC2(CCN(C2)S(=O)(=O)C2CC2)CC1=O,chembl3444442,NA,NA
A04418024,O=C(OCC(=O)c1ccccc1)C1CN(C(=O)C1)c1nc(cs1)-c1ccccc1,ak-918/42829270,NA,NA
A04435147,CC1CC(C)CN(C1)C(=O)c1ccc(cc1)S(=O)(=O)N1CCCCC1,mls001078596,NA,NA
A04440052,O=C(OCc1nnc(o1)-c1ccccc1)C1CN(C(=O)C1)c1ccccc1,ac1mh1ld,NA,NA
A04459509,COc1cccc(NC2COC3(C2)CCN(CC3)C(=O)c2ccccc2F)c1,NA,NA,NA
A04467154,OCCN1CCCC2(C1)COCCN(C2)c1nncs1,NA,NA,NA
A04474179,CC(NCC(O)COCc1cccs1)C1CC2CCC1C2,t0505-6813,NA,NA
A04485688,COc1ccc(cc1)N1Cc2cccc(C(=O)NC(C)CCc3ccco3)c2C1=O,smr000094088,NA,NA
A04497688,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,Win-25540,6917849,NA
A04508639,COc1ccc2cc(ccc2c1)C(=O)C1CCCN(C1)C(=O)CCc1cnn(C)c1,mls000731816,NA,NA
A04517012,Fc1ccccc1CN1CCC2(CC1)CC(CCO2)NC(=O)C1CC1,NA,NA,NA
A04526215,CC(=O)NC(CCS(C)(=O)=O)C(=O)Nc1ccccc1,f0610-0035,NA,NA
A04533741,CCC(C)C(NC(=O)C1CCC(C)CC1)C(=O)NC(C(C)C)C(=O)OC,stk212536,NA,NA
A04536368,CCCCS(=O)(=O)N1CCC2(CC(CC(=O)N3CCCC3)c3ccccc23)CC1,NA,NA,NA
A04551467,Cc1cccc(C)c1OCC(O)CNS(=O)(=O)c1ccccc1C(=O)N1CCOCC1,smr000041987,NA,NA
A04553218,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,chlorpheniramine,2725,D00665
A04555273,CC(C)Cc1ccc(CN2CCCC(C2)NC(=O)CCN2CCOCC2)cc1,ambcb99103917,NA,NA
A04558755,CN(C)c1ccc2C(N(Cc2c1)C(=O)c1cccnc1)c1cnco1,NA,NA,NA
A04572001,COCCCNCC(O)COc1cccc2[nH]c(C)cc12,1-[(3-methoxypropyl)amino]-3-[(2-methyl-1h-indol-4-yl)oxy]-2-propanol,NA,NA
A04591186,Cc1ccc(cc1)S(=O)(=O)CCC(O)c1ccc(Cl)cc1,1m-509s,NA,NA
A04600397,COc1ccc(NC(=O)COC(=O)C2CN(C(=O)C2)c2ccc(C)cc2)cc1,bas 06314742,NA,NA
A04607095,CC(=O)NC(CCS(C)(=O)=O)C(=O)Nc1c(F)cccc1F,ac1mmkae,NA,NA
A04607351,COc1ccc(cc1)C1C2CCCCC2(O)CCN1C(=O)c1cccs1,mls000580323,NA,NA
A04620690,COc1cc(NC(=O)C2C3CC(C=C3)C2C(O)=O)ccc1NC(=O)c1ccccc1,cbkinase1_004244,NA,NA
A04621627,CC(Oc1ccc(C)cc1)C(=O)Nc1ccccc1C(=O)N1CCN(C)CC1,ac1nkumc,NA,NA
A04628618,Cn1cnnc1SC1C(NS(=O)(=O)c2ccccc2)c2cccc3cccc1c23,mls000547762,NA,NA
A04644112,FC(F)(F)C1CC(Nc2cc(nn12)C(=O)NC1CCCCCC1)c1ccco1,smr000012500,NA,NA
A04666293,COc1ccc(cc1)C(CNC(=O)CNC(=O)c1cccc(C)c1)N1CCOCC1,t6313754,NA,NA
A04722565,O=C(C1CCCN(Cc2ccc3nsnc3c2)C1)c1ccc2OCOc2c1,ambcb34346297,NA,NA
A04737645,CC(C)N(C)CC1CCC2(CCN(CC2)c2nncs2)CO1,NA,NA,NA
A04757193,CNC(=O)CN1C(=O)CCC11CCCN(C1)c1cnccn1,NA,NA,NA
A04764232,Cc1ccc(C)c(NC(=O)CC2Sc3ccccc3NC2=O)c1,nsc634398,NA,NA
A04767363,COCCn1c2CCC(Cc2ccc1=O)NCc1ccco1,NA,NA,NA
A04778309,COC(=O)CC1SC(=O)NC1=O,mls000036948,NA,NA
A04790857,COC(=O)C(CC(C)C)NC(=O)c1cc(OC)c(OC)c(OC)c1,st50183432,NA,NA
A04801328,COC(=O)C1CCCCN1C(=O)CCc1nnc(CCc2c[nH]c3ccccc23)o1,ambcb20785279,NA,NA
A04803495,CC(OC(=O)c1cc2CCCCCc2s1)C(=O)NC(N)=O,t5299672,NA,NA
A04809183,CC1COC2(CCN(C2)C(=O)c2nn(C)c3ccccc23)C1,NA,NA,NA
A04812723,COCCN(C)C(=O)c1ccc2nnc3ncn(CC4CCCO4)c3c2c1,NA,NA,NA
A04822668,COCCC(=O)NCC1Cn2nnc(-c3cnn(C)c3)c2CO1,NA,NA,NA
A04833236,COCC1CC2(CO1)CCN(Cc1ccc3ccccc3n1)CC2,NA,NA,NA
A04840199,[O-][N+](=O)c1ccc(cc1)-c1ccc(o1)C(=O)NC1CN2CCC1CC2,ac1nj17k,NA,NA
A04863256,CC1N(C)CCn2c(COCC3CC3)cnc12,chembl3557498,NA,NA
A04876531,COc1ccc(CCNC(=O)C2(C)CCC(=O)N2Cc2ccc3OCOc3c2)cc1OC,smr000093419,NA,NA
A04881476,CC(C)NC(=O)N1CCC2(CC(CC(=O)N3CCCC3)c3ccccc23)CC1,NA,NA,NA
A04891507,Fc1cccc(CN2C3COCC2CC(C3)OCC2CC2)c1,NA,NA,NA
A04901206,Clc1ccc(OCC(=O)NC2CN3CCC2CC3)cc1,n-(1-azabicyclo[2.2.2]octan-3-yl)-2-(4-chlorophenoxy)acetamide,NA,NA
A04901748,CC(C)=CC1C(C(=O)NCCOc2ccccc2)C1(C)C,"2,2-dimethyl-3-(2-methylprop-1-en-1-yl)-n-(2-phenoxyethyl)cyclopropanecarboxamide",NA,NA
A04909829,Cc1cccc(CN2C(=O)CCC22CCN(CC3CCOC3)CC2)c1,NA,NA,NA
A04919073,O=C(NC1CCCN(CCc2ccccc2)C1)C1CCCC1,ambcb32872141,NA,NA
A04919211,C[C@H]1O[C@@H](OC2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)CC3OC3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,natamycin (pimaricin),0,NA
A04926951,Cc1ccccc1-n1ncc2C(CC(C)(C)Cc12)NC(=O)CCN1CCCCC1=O,ambcb72216992,NA,NA
A04934214,O=C(N(CC1CCCO1)Cc1ccco1)N1CCOCC1,ac1lddur,NA,NA
A04938930,OC(COc1ccc(OCc2ccccc2)cc1)CN1CCCCC1,st072794,NA,NA
A04945661,COCC1CCCCN1Cc1c[nH]nc1-c1ccc(OC)cc1OC,mls000733220,NA,NA
A04948428,CCCCNC(=O)CC(C(=O)N1CCc2ccccc12)n1ccnc1,mls000521036,NA,NA
A04956113,CC(C)c1ccc(NC(=O)C(N2CC(=O)Nc3ccccc23)c2ccccc2)cc1,chemdiv3_007555,NA,NA
A04957122,CC1(C)C2CCC1(CS(=O)(=O)NCCc1c[nH]c3ccccc13)C(=O)C2,t0517-4176,NA,NA
A04960882,C=CCN1CCOCC2(CN(CCO2)C(=O)c2cc[nH]n2)C1,NA,NA,NA
A04963631,CCOC1COC2(C1)CCN(CC2)C(=O)Cc1ccccn1,NA,NA,NA
A04996364,CCOCC1CC2(CO1)COCCN2C(=O)c1ccoc1C,NA,NA,NA
A05003749,Cc1ccc(cc1)C1(CC1C(=O)NCc1cccnc1)c1ccc(C)cc1,ac1mel3b,NA,NA
A05007757,Brc1ccc(o1)C(=O)N\N=C\C1CC2CCC1C2,ac1nz94f,NA,NA
A05020187,CC1(CCC(=O)N1CCN1CCOCC1)C(=O)NC1CCCCCCC1,smr000032015,NA,NA
A05021653,CN=c1sc2ccccc2n1CC(O)COCc1ccco1,smr000039419,NA,NA
A05063194,COc1cccc(CN2CC(CCC2=O)C(=O)NCc2ccc(C)o2)c1,mls001090665,NA,NA
A05076744,CC(C(=O)c1c[nH]c(c1)C(=O)\N=C\N(C)C)c1ncc(cc1Cl)C(F)(F)F,8j-029,NA,NA
A05091457,OC(=O)C1CC(CCN1C(=O)Cc1ccsc1)N1CCCC1,NA,NA,NA
A05092882,CC1=CCC(C(C1)C(O)=O)C(O)=O,"4-methylcyclohex-4-ene-1,2-dicarboxylic acid",NA,NA
A05093975,COc1ccc(NC(=O)c2ccc3nnc(C4CCN(Cc5ccccc5)C4)n3c2)cc1,NA,NA,NA
A05097663,COCCn1cc2CCOC(CNC(=O)COC)c2n1,NA,NA,NA
A05121296,O=C(NCC(N1CCCC1)c1ccco1)c1cc2ccccc2s1,t5605952,NA,NA
A05132181,Cc1ccc(cc1)N1CC(CC1=O)C(=O)NCc1ccccn1,1-(4-methylphenyl)-5-oxo-n-(pyridin-2-ylmethyl)pyrrolidine-3-carboxamide,NA,NA
A05132525,CC1CC1C(=O)N1CCC2(CC1)CCC(=O)N(Cc1cccc(C)n1)C2,NA,NA,NA
A05165282,Cc1nc(NCC2CCCO2)nc2CC(C)(C)CC(=O)c12,ac1ldh7y,NA,NA
A05171072,CN(CC1COc2ccccc2O1)c1nc(nc2ccccc12)-c1cccnc1,mls000058502,NA,NA
A05178012,CC1OC2C(OC1C)N(CCN2S(C)(=O)=O)S(C)(=O)=O,mls000106412,NA,NA
A05178844,C(N1CCC2(CC(CO2)Nc2cnccn2)C1)c1ccccc1,NA,NA,NA
A05186015,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,bupropion,444,D00817
A05189178,CCCCS(=O)(=O)N1CCC2(C1)COCc1cnc(nc21)N1CCOCC1,NA,NA,NA
A05203116,O=C(NC1CCCC1)C1N(C2CCCCC2)C(=O)c2ccccc12,smr000031798,NA,NA
A05214712,COC[C@@H]1CCC2C(CCN2C(=O)c2ccc3[nH]ccc3c2)O1,NA,NA,NA
A05216951,Cn1cnc2CCN(Cc3ccccc3)C(C(=O)N3CCCC(O)C3)c12,NA,NA,NA
A05217771,CN(C)C1CCN(C1)C(=O)c1ccc2nnc(C3CCN(C3)C(=O)N(C)C)n2c1,NA,NA,NA
A05218941,O=C(NC1CCCC1)C1CC1c1ccccc1,mls000061073,NA,NA
A05233523,CS(=O)(=O)N1CCC2(CC(C(=O)N2)c2cccnc2)CC1,NA,NA,NA
A05257443,Cc1csc(NC(=O)C2CN(C(=O)C2)c2ccc3OCCOc3c2)n1,stk656263,NA,NA
A05258965,CCC1COC2(CCN(C2)C(=O)C2CCCO2)C1,NA,NA,NA
A05309344,O=C(NCCN1CCCc2ccccc12)C1CCC(=O)N(CCc2ccccc2)C1,mls001083209,NA,NA
A05324696,CN1CC2(CC1=O)CN(CC1CC1)CCN(C2)C(C)=O,NA,NA,NA
A05375370,CN(Cc1ccncc1)C1COC2(C1)CCN(CC2)c1ncccn1,NA,NA,NA
A05377842,OC(COc1ccc(cc1)S(=O)(=O)N1CCOCC1)CN1CCCC1,t0505-3296,NA,NA
A05390142,CC(NC(=O)c1ccccc1)C(=O)N\N=C\c1ccccc1,NA,NA,NA
A05395240,CC(Nc1cccc(c1)C(=O)NC1CC1)c1nnc(o1)-c1ccccc1,t5546147,NA,NA
